lat,lon
59.9380027,30.2773938
59.8761847,30.3269904
59.9713915,30.4234727
59.8477273,30.1882996
59.8416571,30.15852
59.8642899,30.3727861
60.0091652,30.3263007
59.9592456,30.4904647
59.8551429,30.3001927
60.0377414,30.3252606
59.9235062,30.2915225
59.9223189,30.2924764
59.8523753,30.2514239
59.8766777,30.392301
59.7384425,30.4090713
59.9549289,30.4689533
60.0068668,30.4242088
59.9312883,30.3480975
59.9301276,30.3473586
59.8601198,30.2486481
59.9318436,30.356418
59.9320095,30.3165455
60.0082694,30.2119955
59.9886587,30.3350161
59.888968,30.2718902
59.9649109,30.2978147
59.9444662,30.2384445
59.9836098,30.4355574
59.9593435,30.4217357
59.950575,30.4703052
59.9476701,30.3502175
59.9535095,30.4785478
59.9883501,30.3410641
59.8930216,30.3185019
59.9391576,30.3669957
60.0105714,30.4181474
60.0157516,30.3993015
60.0191124,30.402682
59.7387312,30.089764
59.8445741,30.2637986
59.9158688,30.3254833
59.9813961,30.4082522
59.9755983,30.4007666
59.9736443,30.3989324
59.9720528,30.387506
59.8317851,30.3896535
59.9447916,30.4966144
59.9652821,30.3155102
59.8318421,30.3458295
60.0130791,30.4296375
59.7815754,30.1363243
59.9948966,29.7613623
59.9695316,30.4051186
59.9746988,30.3909617
59.9785709,30.3992371
59.9113636,30.2894225
60.0025329,30.324535
59.9085185,30.2965676
59.9188937,30.3102794
60.0132329,30.3680709
59.9334296,30.2535671
59.904992,30.4832148
59.942874,30.3463749
59.8851904,30.4270619
59.940461,30.2687194
59.8741073,30.3046004
59.9117096,30.2825035
59.851052,30.2402224
59.9051373,30.3192114
59.9068784,30.3188311
59.8595438,30.3146376
59.8604946,30.3145939
59.8658821,30.4556443
59.9111729,30.3180574
59.8782033,30.3574527
59.9393882,30.361585
59.9329726,30.2928849
60.0285266,30.2961675
59.8525045,30.2603398
59.925525,30.2834147
60.0634475,30.3076831
60.0478834,30.3751857
60.0432005,30.3334539
60.0424423,30.3409348
59.9950535,30.3441791
60.042998,30.3265485
60.0075231,30.2938732
59.9478561,30.2734518
60.0045337,30.2059992
59.8474909,30.3053795
59.8480588,30.3152605
59.9382129,30.3721687
59.9399036,30.2669531
59.8614637,30.3327034
59.8412834,30.1743555
59.8462676,30.2452475
60.038931,30.4001405
59.9389787,30.3549747
59.9888227,30.2171574
59.9397298,30.4951885
60.0262939,30.2245685
60.0084303,30.2622419
60.0179416,30.2437278
60.0216283,30.2451159
59.9042745,30.4769294
59.8971618,30.2775638
59.9007057,30.2720625
59.9931102,30.3337721
59.9435901,30.3887828
60.0099584,30.3523596
60.0099277,30.3522872
60.0360806,30.3453635
60.0417616,30.3403534
60.0087893,30.3437683
60.0030301,30.333463
60.0212454,30.3263033
59.8709832,30.3113125
59.9499884,30.4881182
59.9235767,30.45672
59.9458419,30.4895632
59.8562203,30.2558454
60.035382,30.3862582
60.0851683,29.9544849
59.856952,30.2558789
60.0077548,30.3989085
60.0835372,29.9547778
59.8739201,30.2580803
60.0750085,30.2362141
59.943503,30.2614374
59.8284435,30.3341787
59.9801652,30.5079674
60.0000674,30.3158826
59.9097383,30.2752899
59.9429621,30.3219292
59.8366739,30.3580444
59.856218,30.3063585
59.8601161,30.3065989
60.0038013,30.2039582
59.8714649,30.3162751
59.8702599,30.3789599
59.955075,30.2972949
59.9421739,30.4694473
59.8819866,29.8288339
59.8299256,30.2037444
60.0365454,30.4201358
60.0315525,30.4305738
60.0337019,30.4254468
60.0339345,30.4206609
60.0403838,30.3723846
60.0385195,30.370763
60.0388226,30.3709529
60.0125196,30.3982562
59.9458414,30.2154166
59.9833833,30.2147719
59.7252024,30.4161979
59.927633,30.4714382
60.053146,30.389188
59.9440006,30.2644328
59.9666872,30.2875985
59.9577948,30.3202371
59.8396045,30.1471122
59.8404123,30.3103137
59.8335117,30.1783915
59.8325975,30.1828939
59.8354608,30.1766223
59.9190184,30.3129192
60.0520665,30.3631871
59.8755946,30.3358946
59.8559694,30.3603663
59.9285957,30.377509
59.9373736,30.3714267
59.8768888,30.43752
59.8071502,30.3717333
59.9797791,30.3448146
60.023499,30.2835326
59.9627617,30.4126911
60.1713328,29.871038
59.8497861,30.2812962
59.8501642,30.2812881
59.9112807,30.3476646
59.8300536,30.5138753
59.8265043,30.3270433
59.8798334,30.4633619
59.9349361,30.4070298
59.936734,30.4078024
59.9164407,29.7715185
59.8766844,30.3765699
59.9076228,30.3460296
59.835523,30.4269258
59.95883,30.2967715
60.000065,30.2080138
59.8283332,30.3839659
59.942454,30.2320875
59.8674307,30.2748403
59.8586263,30.3382009
59.9228804,30.3078135
59.9166681,30.2871431
59.8718365,30.2587535
59.9185299,30.2812814
59.836927,30.2633426
59.9257958,30.3151018
59.8693475,30.439542
59.8735342,30.2582756
59.8599726,30.2369314
59.8514896,30.2648368
59.6852966,30.4536792
60.0003331,30.3634129
59.9102224,30.314021
59.9303211,30.3451502
59.8658752,30.3844395
59.9589473,30.4274901
59.9243227,30.3052909
59.9834211,30.3967348
59.8395481,30.4939472
59.8761487,30.3240146
59.8730709,30.2648759
59.855883,30.4762488
59.8579556,30.1976916
59.9417734,30.3467838
59.9389699,30.3480213
59.9396765,30.3453619
59.9440814,30.3576185
59.9441023,30.3556076
59.9402173,30.34492
59.8579658,30.180229
59.860426,30.1867519
59.9454165,30.3621246
59.7823096,30.6376516
59.7792413,30.6467722
59.9265816,30.332206
59.9462137,30.3666034
59.8448627,30.2718899
59.9238356,30.3292796
59.882676,30.4717767
59.8587049,30.194724
59.8906788,30.4175433
59.8620945,30.1955494
59.9858267,30.2916263
59.9858542,30.2928979
59.8271408,30.1406157
59.9122573,29.7768828
59.9104274,29.7727893
59.9043655,29.7700743
59.8777008,29.8954388
60.0492295,30.3459652
59.8526814,30.0356698
59.9911642,30.4289397
59.8453156,30.3892156
59.8769068,30.274441
59.924837,30.47582
59.8523841,30.2304389
60.0258285,30.2975185
60.0274494,30.2966524
60.0076754,30.420873
59.8745125,30.2618272
59.738108,30.4636909
60.0074992,30.4175095
60.0081035,30.4071946
60.0377234,30.3439852
60.0385965,30.3579555
59.9263283,30.3470236
59.7298695,30.4087598
60.046057,30.3370158
59.9632377,30.415153
59.93561,30.2690489
60.0023883,30.29905
59.9853047,30.2650319
59.9555382,30.4098004
59.9870259,30.2902866
59.6819216,30.4635279
60.0622554,30.3068585
59.996911,30.3805842
59.8758374,30.2710482
60.0193615,30.2684105
60.020135,30.2683493
59.8750689,30.3750595
60.01895,30.3218251
59.9809749,30.3523142
60.0146901,30.3928874
59.9658158,30.397165
60.009722,30.3499226
59.942119,30.3488338
59.9920796,30.3101332
59.9714318,30.3061706
59.8523489,30.2462264
59.8623696,30.347449
59.9737532,30.3889155
59.9908123,30.2593435
59.9586201,30.4158957
59.9536953,30.308983
60.0248056,30.4281836
59.9344567,30.3358579
59.9939408,30.1931792
59.8960573,30.4908167
60.0222574,30.3927939
59.8763719,30.4419351
59.9286263,30.246729
59.8553256,30.3690987
59.8890606,30.3188488
59.9358815,30.3723783
59.9137795,30.326822
59.8932106,30.2721591
59.8581652,30.4730676
59.9494518,30.2694635
59.9398602,30.3501087
59.8404107,30.3404395
59.9508056,30.4103192
59.873206,30.2575328
59.8594204,30.3038954
59.8677836,30.2591374
59.8484511,30.385309
59.8922265,30.2632455
59.9081579,30.2639367
59.9888991,30.3112602
59.9371606,30.347135
59.9369995,30.3526375
59.7375047,30.4015411
59.8303044,30.422523
59.7341441,30.5824797
59.7422162,30.6098902
59.735362,30.583182
59.9401466,30.3850884
59.727102,30.4169806
59.8322165,30.351256
59.9725226,30.2696541
59.9847619,30.2790798
59.9279171,30.3765369
59.7157396,30.4237109
59.6871733,30.4285221
59.8657398,30.3800444
59.9712059,30.3874827
59.9602404,30.2288443
59.8500717,30.403725
59.8340123,30.3819268
60.0862369,29.95435
59.969991,30.4058974
59.9706892,30.4029813
60.032163,30.4052627
59.9757791,30.3384279
59.9693103,30.408714
59.8555186,30.3523906
59.9740251,30.2615818
59.9292242,30.2694978
60.0006022,30.2101831
59.8481056,30.1553315
60.0202591,30.4108924
59.9096828,30.4722893
60.085095,29.9533284
60.0002594,30.3173409
59.7811113,30.1087665
59.9632475,30.3519648
59.971691,30.3075193
59.9236439,30.3558338
59.9706251,30.3068091
59.8504555,30.0211407
59.9451276,30.382998
59.8713928,30.3787639
60.0165853,30.2453544
60.0299985,30.218269
59.9904019,29.788369
59.9886078,29.7869383
59.9243532,30.4160302
59.8341763,30.1462505
59.9452652,30.4140861
59.8613579,30.1972493
59.9270884,30.3530347
59.9594956,30.2966137
59.9312633,30.3705279
60.0062647,30.211012
59.9207462,30.3563134
59.7861049,30.6291741
59.8613365,30.3039719
59.8561136,30.298814
59.8725916,29.8578753
59.9251532,30.3221426
59.9523771,30.2996967
60.0065089,30.2681123
59.8533523,30.3163948
60.0218247,30.226177
59.9566585,30.4150088
59.8372257,30.353168
60.0793091,30.2584903
59.9244301,30.3376846
59.9397174,30.3541505
59.8560517,30.3385594
59.8443545,30.3992735
60.0652416,30.3024163
59.9882164,30.3533516
59.9368965,30.3364522
60.0016633,30.3870723
60.0363297,30.4198389
59.8539333,30.144943
59.9457821,30.3807525
60.0109289,30.4079698
59.7387691,30.4655834
59.9360897,30.2740342
59.9374419,30.2754203
59.9350751,30.2466487
59.9280924,30.3193825
59.9716562,30.3475892
59.8525249,30.3574153
59.9251217,30.4759145
59.8277978,30.190401
59.7291039,30.0831669
60.0438672,30.319659
59.8813853,29.8934533
59.8815863,29.8945392
59.8772812,29.898955
59.8040147,30.3751444
59.9891746,30.3082947
59.8527179,30.334772
59.9048325,30.4686218
59.7372764,30.5789874
59.7466521,30.6070133
59.7506909,30.5739651
59.7359889,30.5753749
59.7411373,30.5897054
59.7737994,30.5966019
59.7389471,30.5809423
59.7415725,30.5647547
59.8623224,30.3278832
60.0224164,30.4247534
59.9782041,30.3121023
59.9764294,30.3129927
59.9593168,30.3058511
59.8615877,30.1891787
59.9519438,30.4223334
60.0744761,30.3397633
59.949631,30.2449439
59.9379249,30.3441615
59.9735656,30.3988586
59.88649,29.861004
59.9855076,30.4131056
59.9855969,30.4127072
60.0340638,30.4542056
60.0332984,30.2951388
59.8648089,30.4142745
59.9869036,30.4001298
59.7065326,30.3879922
59.8404741,30.4905154
59.8609046,30.3894973
59.847224,30.4060523
59.7264703,30.4641828
59.7324379,30.4695846
60.0452733,30.3765712
60.0387254,30.4008243
60.0407105,30.3964472
60.0064344,30.4032838
59.9715567,30.4346436
59.8993926,30.2734396
59.9648373,30.4865226
59.8358268,30.1322952
59.8350186,30.1461936
59.9576693,30.4218683
59.8577132,30.3890477
59.8496089,30.1507997
59.8371623,30.2628804
59.9611738,30.3037499
59.9450565,30.3783496
59.8555241,30.2408719
59.7374933,30.463592
60.0501923,30.3810658
60.0073188,30.4182184
59.9942409,30.4315142
59.7412086,30.090767
59.8563675,30.1998305
60.0098564,30.4063451
60.0787626,30.3423884
59.8730084,30.3067957
59.9257833,30.3272999
59.9745539,30.3033726
59.9681972,30.3020992
59.8901963,30.4311564
60.0352204,30.2447236
60.0177338,30.3669804
59.8637119,30.4938365
59.9339821,30.3134871
59.9890159,30.3330119
60.0180635,30.3188516
60.0110941,30.2573148
60.043084,30.3289296
60.0481935,30.3603084
59.9227614,30.3504795
60.0469522,30.3267915
60.0354243,30.3743217
60.0178823,30.3754554
59.8264614,30.3260198
59.9485074,30.2806347
59.897374,30.4320287
59.8703027,29.8488223
59.8585506,30.1890332
60.0144582,30.2582573
60.0507571,30.3420462
59.7960963,30.1597696
59.8077858,30.3814899
59.9981144,30.2790044
60.012072,30.3114626
59.9931834,30.4338398
60.055078,30.3355295
59.9329511,30.4630892
59.9702161,30.4022004
60.037368,30.4304487
59.8365586,30.3581215
59.8150757,30.2934117
60.001116,30.2059325
59.8380667,30.3560736
59.9968362,30.3823336
59.8910553,30.4202482
59.9153707,30.4699918
59.8642049,30.4729589
59.9430134,30.4788784
59.8438609,30.2768091
59.8678953,29.9185347
59.8968914,30.4757413
59.9117844,30.3095069
60.0365247,30.3211972
60.0320149,30.3449559
60.0237455,30.2197351
60.0172951,30.2295903
59.8457642,30.4848788
59.8562205,29.9507182
59.936094,30.3350488
60.0334076,30.4497261
59.9354394,30.3274493
59.8407828,30.2386645
60.0161946,30.3109941
60.0816605,30.3409225
59.8496254,30.3271711
59.8514607,30.2937449
59.8603346,30.3636817
60.0101265,30.2630827
59.9287232,30.3051701
59.9321155,30.2605041
59.739759,30.3951554
59.8341806,30.2184619
59.8462377,30.1101568
59.8419327,30.2557998
59.8557724,30.2073539
60.0034511,30.2026811
59.9156813,30.4862956
60.0005654,30.2919995
59.9243687,30.3278538
59.9724821,30.3059127
59.9050882,30.2890555
59.9425092,30.3609223
59.8523412,30.2162185
59.9234788,30.3347268
60.0109896,30.4023546
59.9307558,30.3657659
59.93897,30.323995
60.0482832,30.3527188
60.0410999,30.4153643
59.9408701,30.3789987
59.9408878,30.390436
59.8528946,30.2149581
59.8810098,30.4647613
60.0396029,30.3455756
60.0327051,30.352171
59.8400704,30.3369552
59.9482236,30.2396795
60.0300352,30.416268
60.0070074,30.2464815
60.0079638,30.2470169
60.0074335,30.2467134
59.9311016,30.4205371
60.0401983,30.414634
60.0441351,30.3889006
60.0115511,30.2854906
59.8313526,30.1437826
59.8359375,30.1362364
59.8434315,30.2285882
59.8322671,30.1502743
60.0023864,30.3584238
59.9293046,30.3479647
59.8600178,30.2407888
59.8715688,30.2677939
59.8562411,30.2408222
59.8592117,30.2463786
59.9367944,30.3408586
59.8501909,30.3686452
59.8779071,30.478922
60.0133313,30.2679241
59.8500473,30.2057212
59.9285751,30.3503051
59.9432496,30.348898
59.7439559,30.5826235
59.8514626,30.2963832
59.8397645,30.139345
59.827345,30.2158983
59.8665834,30.4690003
60.0049564,30.2532054
59.9210515,30.3535032
59.9292749,30.3120929
59.8390515,30.350963
59.9361306,30.3504077
59.8423235,30.2422896
59.9235602,30.3484223
60.0172547,30.4029102
59.9337177,30.3693817
59.9963462,30.2056964
59.8321227,30.3392869
59.8800949,30.4580316
59.9842182,30.3493358
59.8378815,30.3968103
60.0366036,30.3952702
60.0775144,30.3361823
60.0717059,30.3222297
59.9608211,30.3324449
59.8199678,30.3259255
59.8718388,30.30018
59.9297667,30.4199469
59.9295037,30.4202374
59.9535558,30.4705006
60.0475527,30.3788877
59.8506626,30.027373
59.9001984,30.4902669
59.9000987,30.4905201
59.9129956,30.2978177
59.950154,30.2663915
60.0292252,30.4150272
59.8612686,30.398609
59.8043895,30.3809973
59.9983587,30.3606426
59.8955525,29.7735751
59.9055177,29.7785639
59.9074973,29.7751783
59.9280813,30.3384551
59.9302804,30.3425217
59.8335745,30.196778
60.0779414,30.3441041
59.853506,30.1410828
59.9288532,30.3151752
59.8422751,30.4886551
59.8324095,30.5092138
60.0808966,30.3441578
59.9632133,30.3013321
59.9429481,30.3784893
59.9294653,30.3440053
59.9240244,30.2858211
59.8707806,29.9109662
59.9850305,30.3315432
59.8536126,30.339743
60.0384081,30.4024563
59.9035682,29.7702404
59.9114468,29.7849804
59.9279292,30.3464564
60.0094635,30.4049794
59.8645616,30.3718959
59.9942153,29.783311
59.965226,30.2897463
59.9965539,29.7681486
59.9934813,29.7591242
59.9618023,30.2908918
60.0228125,30.3734388
59.9208871,30.3106096
59.8556278,30.224815
59.9550035,30.2174828
59.8909203,30.3171642
60.0112478,30.2460361
60.0848346,29.9577534
60.0347123,30.4484748
60.0352499,30.4463375
59.8557014,30.3460068
59.8468162,30.3308207
59.8690227,30.3624207
60.0103404,30.2642917
59.9292874,30.4719078
59.7856585,30.6231106
59.8343213,30.4225818
59.9370786,30.3223998
59.7447719,30.5614184
59.9997058,30.3342492
59.8312016,30.5034273
59.9630672,30.3139838
59.9400986,30.4176366
59.8068086,30.5803025
59.880658,30.4633621
59.8489988,30.3873991
59.8511281,30.3953866
59.7384317,30.4046839
59.7873075,30.1493435
59.9298251,30.3694361
60.0288349,30.3316117
59.8592214,30.3766749
59.8456224,30.2539716
59.9470206,30.3422529
59.8550954,30.2651648
59.9086179,30.4795894
59.8768785,30.2746046
59.760173,30.4697918
59.7318046,30.4658783
59.7360046,30.4538762
59.9378775,30.3559939
59.974857,30.3176258
59.6717322,30.0698698
59.9851093,30.2133582
59.9303151,30.3656408
59.8328216,30.2037002
59.8903443,30.3174101
59.8676969,30.4628803
59.8514192,30.2766608
59.8440995,30.3354001
59.8777454,29.9149089
60.0778053,30.3439821
59.9442893,30.4796082
59.855038,30.2054927
59.8631922,30.1798631
60.0719749,30.2424405
59.955085,30.2169916
59.9842475,30.3982797
59.8313561,30.505676
59.9797127,30.4052271
59.9429816,30.2100034
59.912195,30.290057
59.9995209,30.218349
60.0036888,30.2418334
59.9030098,30.3153878
60.0293336,30.2457661
59.9336802,30.3622353
59.9031434,30.2761809
60.0039309,30.2382674
59.8694893,30.4118356
59.9114778,30.3537218
59.7182916,30.0765454
59.9067261,30.2439377
59.9711268,30.4200089
59.7282504,30.4137071
59.854254,30.3699859
59.8725177,30.4384801
59.9619906,30.4322488
60.0074614,30.3729735
59.9707493,30.3466521
59.846845,30.2060781
59.7248448,30.4064847
59.9227904,30.3335482
59.7174901,30.409875
59.9237057,30.3358711
59.8419361,30.2086152
59.9861367,30.2699075
59.9904215,30.2050682
59.9888571,30.2065712
59.8568657,29.9378645
59.9292225,30.4832427
59.9334335,30.32868
59.8261623,30.0812428
60.0314594,30.1424128
59.9046426,30.3255255
59.952237,30.4155584
59.8722251,29.8566174
59.857597,30.404065
59.7058475,30.4061787
59.9214823,30.4615294
60.0314979,30.3427189
59.8926805,30.4292022
60.101655,29.9713013
59.9182922,30.3429123
59.9710015,30.3862781
59.8274642,30.4172727
59.9031253,29.7681921
59.8423834,30.2550025
59.9210744,30.3388217
59.9775839,30.4366967
59.9174945,30.458146
59.8076525,30.3815397
59.9384392,30.3649894
60.0273111,29.9994457
60.0810988,30.3330487
59.9103503,29.7668746
59.9306777,30.3648846
60.0793925,30.3356118
59.9991699,30.1991697
59.8413313,30.3899175
59.9499923,30.2626819
59.7060943,30.3885583
59.8669918,30.2595482
59.852999,30.1433182
59.8887339,30.3273901
59.8726534,30.4719582
59.9274113,30.3552292
59.8320103,30.3444137
59.964428,30.4082694
59.9678372,30.4096905
59.9697931,30.4105104
59.9090703,30.4583272
59.9594291,30.2197768
59.9535458,30.2199382
59.9480717,30.3427111
60.0333307,30.1430049
59.926993,30.2963327
60.0995092,29.9721924
60.0940385,29.9612667
59.867528,30.2684415
59.946973,30.2299908
59.9723526,30.3116863
59.9200333,30.371148
59.9236101,30.3696905
59.9463171,30.3579023
59.9788827,30.3754396
59.9342322,30.2682581
59.9386554,30.3596583
59.9682892,30.4281892
59.9337913,30.316405
59.935793,30.3158586
59.8577864,30.3655551
59.8562286,30.3770418
59.9661631,30.4119827
59.8990378,30.4846599
59.9978162,30.2004433
59.737243,30.0807387
59.7394245,30.0793841
59.7330576,30.6058241
59.927002,30.4142479
59.9149041,30.4740106
59.9340721,30.3391056
59.9348329,30.3378985
59.9272995,30.3756442
59.9305351,30.2436057
59.9886754,30.3719521
59.9869736,30.3931681
59.8334938,30.1999268
59.8936238,30.413318
59.9157495,30.4709036
59.9373864,30.3734125
59.8534293,30.3034802
59.7041107,30.3693311
59.7319553,30.4175196
59.8545052,30.147797
59.9281308,30.3811369
59.8998133,30.4259362
59.8399711,30.4161823
59.8339993,30.5042916
59.9144546,30.4592639
59.856392,30.2293354
60.0317364,30.1396215
59.8353896,30.3509865
59.8486675,30.3080986
59.9383382,30.3485817
59.9382243,30.3485761
60.0286993,30.2522278
59.839691,30.1288885
59.9378654,30.4348233
60.0068974,30.2749948
59.9676136,30.3841793
59.9635004,30.3797693
59.9072444,29.7689171
59.9047503,29.7806394
60.0653779,30.3032649
59.8357174,30.2139446
59.9568594,30.408439
59.8277574,30.2171195
59.9410952,30.2723093
60.0083165,30.2632934
60.0112468,30.2462732
59.8593127,30.3487289
59.9416724,30.2203395
59.7015537,30.1210456
59.9934876,30.1510227
59.9466684,30.354623
59.848976,30.3142313
59.8294343,30.5364235
60.0486783,30.3143666
59.9342318,30.3704595
59.8743652,30.3107791
59.7270966,30.4176532
60.080321,30.3444858
59.9260273,30.2999161
59.9383324,30.2406747
59.9362027,30.3430961
59.8613255,30.4585166
59.8807374,30.4586296
59.9399502,30.3251103
59.9622233,30.3325483
59.9439923,30.2896891
59.9455603,30.2862868
59.97797,30.373
59.8983235,30.2748316
59.8757298,30.4345807
59.8931894,30.4539432
59.8930551,30.4519815
59.8420508,30.495363
59.8426317,30.1717998
59.9310511,30.4107291
60.0367828,30.3456868
59.9974679,30.2178834
59.9998656,30.2151715
59.9234972,30.3501659
59.8763819,30.4063524
59.8751565,30.4029917
59.8966559,30.2577154
59.8967781,30.2572488
59.8909449,30.2706277
59.8864122,30.3589462
60.0124615,30.311961
59.7066416,30.3900855
59.968076,30.3413393
59.7425856,30.6173421
59.9278953,30.3265998
59.9331378,30.4396745
59.9445545,30.4836468
59.9288481,30.3001058
60.0721522,30.2434562
60.0715834,30.2383172
59.8616105,30.5055916
59.8638754,30.5150213
59.8643381,30.5144557
59.8632125,30.5015953
59.7561432,30.3720228
59.7553175,30.3705667
59.8626668,30.3382199
59.7406113,30.6110224
59.8505772,30.1348376
59.8763469,30.3337008
59.8567035,29.9507529
59.9100818,30.2887932
59.9337922,30.2661098
60.0481502,30.3304676
59.9093606,30.2462714
59.9092673,30.2555961
59.7419115,30.5784959
59.8795778,30.4558506
59.9572364,30.4807241
59.7377519,30.5719337
59.8525707,30.226887
59.919581,30.465186
59.9591266,30.3194973
60.005324,30.328022
60.0000671,30.2864906
59.9037336,30.3128256
60.0386075,30.4013974
59.8440408,30.3589294
59.9401253,30.3608037
59.8454173,30.3716242
59.882699,30.370504
59.900507,30.485892
59.8284057,30.3930285
60.0208376,30.3185057
60.040854,30.2218308
60.0416189,30.2210483
59.8874865,30.313787
59.8604741,30.4489326
60.0973181,29.973893
59.8476073,30.2296284
59.8544688,30.3880481
60.0038071,30.2416127
60.0825577,30.353941
60.0830336,30.3501944
60.0176048,30.2287659
60.00595,30.2616723
59.9859416,30.377833
59.9854719,30.3791859
